Age,Partners,Single,Children,Basic,Graduation,AdvanceEducation,Income,TotalSpendings,PlaceSpendings,WebEnrollment,MonthEnrollment,Accepting_Cmps,Recency,Complain,Response
52,1,0,1,0,0,1,56850.0,63,6,2,106,0,83,0,0
66,1,0,1,0,1,0,55267.0,405,17,3,111,0,28,0,0
51,1,0,2,0,1,0,59666.0,1027,20,8,118,1,87,0,0
51,0,1,1,0,1,0,72504.0,1478,22,2,115,0,43,0,0
42,1,0,0,0,1,0,26872.0,72,5,6,111,0,0,0,0
51,0,1,1,0,1,0,21359.0,48,7,8,117,0,1,0,1
48,0,1,0,0,1,0,73170.0,726,16,2,104,0,1,0,0
68,1,0,1,0,0,1,52750.0,860,27,4,117,0,72,0,0
37,1,0,0,0,0,1,91820.0,1497,22,1,110,0,72,0,0
53,1,0,1,0,0,1,65968.0,495,18,3,97,0,12,0,0
47,1,0,2,0,1,0,30772.0,20,4,6,97,0,89,0,0
69,0,1,0,0,1,0,22507.0,570,19,9,122,0,67,0,0
51,1,0,1,0,1,0,65685.0,769,21,5,106,0,54,0,0
45,1,0,1,0,0,1,25804.0,55,7,8,120,0,34,0,0
43,0,1,0,0,0,1,76412.0,1808,18,3,116,2,15,0,1
51,1,0,1,0,1,0,22063.0,55,7,7,113,0,43,0,0
62,0,1,0,0,1,0,57091.0,577,18,5,103,1,0,0,1
60,1,0,0,0,1,0,22419.0,162,8,8,117,0,74,0,0
64,1,0,1,0,1,0,87771.0,1957,20,6,116,4,61,0,1
64,0,1,1,0,0,1,78353.0,1576,24,8,117,0,51,0,0
69,1,0,3,0,1,0,93404.0,1616,17,5,114,2,97,0,0
61,0,1,3,0,1,0,37859.0,36,6,8,109,0,75,0,0
65,0,1,1,0,0,1,80995.0,1482,22,4,110,0,83,0,0
39,1,0,1,0,1,0,16529.0,22,5,6,108,0,23,0,0
47,0,1,2,0,0,1,55412.0,63,6,5,110,0,65,0,0
31,0,1,0,0,1,0,48789.0,680,18,6,123,0,94,0,0
56,1,0,2,0,0,1,56575.0,542,20,5,116,0,42,0,0
43,1,0,1,0,0,1,25130.0,50,7,7,119,0,10,0,0
56,1,0,2,0,1,0,35441.0,39,6,8,119,0,94,0,0
67,1,0,1,0,1,0,71391.0,1043,28,3,118,0,50,0,0
51,0,1,1,0,0,1,49494.0,385,14,7,117,0,46,0,0
43,0,1,0,0,1,0,81702.0,1633,27,3,124,0,98,0,0
43,0,1,1,0,0,1,45889.0,46,5,6,119,0,42,0,0
46,0,1,1,0,1,0,56628.0,761,20,5,106,1,30,0,0
73,1,0,2,0,1,0,34026.0,76,9,5,116,0,11,0,0
49,1,0,1,0,1,0,40049.0,290,14,5,122,0,61,0,0
35,0,1,1,0,1,0,34176.0,89,11,6,97,0,12,0,0
42,1,0,1,0,1,0,19419.0,70,11,9,123,0,76,0,0
63,1,0,0,0,0,1,82504.0,1066,17,1,114,0,2,0,0
53,1,0,0,0,1,0,81205.0,2009,19,2,108,3,43,0,1
32,0,1,0,0,0,1,61618.0,1345,19,3,124,0,27,0,0
67,0,1,1,0,0,1,55284.0,764,23,5,121,0,60,0,0
60,0,1,1,0,1,0,49980.0,195,11,5,111,0,79,0,0
43,1,0,2,0,1,0,15072.0,53,11,5,111,0,96,0,0
49,0,1,1,0,1,0,49166.0,368,13,6,115,0,17,0,0
69,1,0,1,0,0,1,65324.0,544,20,4,98,0,0,0,0
66,1,0,0,0,0,1,82347.0,1853,25,3,127,2,38,0,0
57,1,0,2,0,0,1,30843.0,35,6,5,104,1,43,0,0
49,1,0,1,0,0,1,46374.0,446,18,8,106,2,1,0,1
44,0,1,1,0,1,0,60474.0,1180,31,7,120,0,25,0,0
50,1,0,1,0,0,1,38576.0,41,5,7,105,0,2,0,0
38,1,0,2,0,1,0,55357.0,727,22,5,119,0,66,0,0
57,1,0,2,0,1,0,37758.0,40,6,8,129,0,49,0,0
34,1,0,0,0,0,1,85710.0,1062,26,2,116,1,5,0,0
54,1,0,1,0,1,0,23228.0,40,7,8,108,0,71,0,0
54,1,0,2,0,0,1,44602.0,292,17,8,107,0,35,0,0
36,1,0,0,0,1,0,7500.0,15,4,6,112,0,94,0,0
34,1,0,1,0,0,1,38683.0,341,17,7,129,0,80,0,0
48,0,1,1,0,0,1,49514.0,369,13,7,109,0,61,0,0
50,1,0,1,0,0,1,57906.0,401,17,4,110,0,29,0,0
57,0,1,1,0,0,1,43456.0,393,17,5,118,0,0,0,0
37,0,1,2,0,0,1,19485.0,10,4,7,112,0,80,0,0
45,1,0,1,0,1,0,53172.0,486,16,3,115,0,54,0,0
44,1,0,1,0,1,0,30545.0,69,7,7,123,0,71,0,0
40,1,0,0,0,0,1,70123.0,1727,17,3,112,2,27,0,0
64,0,1,1,0,1,0,62450.0,995,16,3,103,1,61,0,0
47,1,0,1,0,1,0,21675.0,45,10,7,98,0,55,0,0
42,0,1,2,0,0,1,42395.0,182,12,7,105,0,35,0,0
45,1,0,1,0,0,1,61346.0,989,23,3,115,0,34,0,0
70,1,0,0,0,1,0,80812.0,1677,18,2,112,3,95,0,0
52,0,1,2,0,0,1,42835.0,595,23,6,115,0,64,0,0
40,1,0,1,0,1,0,39922.0,156,9,8,119,0,30,0,0
67,0,1,0,0,0,1,86424.0,1226,28,1,104,0,12,0,0
45,1,0,1,0,0,1,17117.0,128,11,9,120,0,96,0,0
51,0,1,1,0,1,0,24762.0,86,9,8,99,1,16,0,1
48,1,0,1,0,1,0,35797.0,68,7,8,123,0,16,0,0
48,0,1,2,0,1,0,36627.0,16,4,5,114,0,78,0,0
42,1,0,2,0,0,1,51111.0,55,7,6,103,0,83,0,0
51,0,1,0,0,0,1,86857.0,2114,22,2,121,0,96,0,1
53,1,0,0,0,0,1,82072.0,2018,19,1,119,0,67,0,0
70,0,1,3,0,0,1,46231.0,263,15,9,122,0,87,0,0
64,1,0,2,0,1,0,42243.0,55,7,7,110,0,34,0,0
61,1,0,2,0,1,0,51195.0,564,24,8,120,0,46,0,0
45,0,1,0,0,0,1,68092.0,1281,20,5,109,0,7,0,0
50,1,0,1,0,1,0,31814.0,83,7,9,112,1,73,0,0
58,0,1,2,0,0,1,51390.0,353,18,5,125,0,54,0,0
40,1,0,0,0,1,0,76630.0,1003,25,1,108,0,93,0,0
32,0,1,1,1,0,0,26868.0,14,4,7,105,0,52,0,0
80,0,1,0,0,0,1,48948.0,902,24,6,120,1,53,0,1
51,0,1,1,0,0,1,55260.0,1139,25,6,121,0,81,0,0
67,1,0,1,0,1,0,64090.0,797,20,5,114,0,8,0,1
65,0,1,1,0,1,0,78331.0,1638,25,4,108,0,97,0,0
49,1,0,1,0,0,1,37087.0,401,17,6,110,0,50,0,0
37,0,1,1,0,1,0,21846.0,84,11,8,111,0,38,0,0
65,1,0,0,0,1,0,81320.0,928,18,2,115,0,61,0,0
53,0,1,1,0,1,0,54137.0,203,11,6,113,0,46,0,0
56,1,0,0,0,1,0,66825.0,858,16,2,114,0,73,0,0
50,1,0,0,0,1,0,57100.0,409,13,3,117,0,19,0,0
54,1,0,3,0,1,0,58917.0,282,16,5,118,0,10,0,0
46,0,1,0,0,1,0,85072.0,1423,18,0,100,0,94,0,0
62,0,1,0,0,1,0,86429.0,1449,18,2,110,1,10,0,1
52,0,1,1,0,1,0,45684.0,28,4,7,119,0,37,0,0
49,1,0,1,0,1,0,47889.0,67,6,5,105,0,94,0,0
37,1,0,0,0,0,1,45921.0,199,10,4,99,0,23,0,0
57,0,1,0,0,0,1,78420.0,1453,22,1,115,0,75,0,0
31,1,0,0,0,1,0,75114.0,1253,19,2,114,0,40,0,0
60,0,1,1,0,0,1,52278.0,1198,31,8,120,0,24,0,1
51,1,0,1,0,0,1,35641.0,178,10,7,114,0,11,0,1
29,0,1,0,0,1,0,95529.0,1990,18,3,130,1,29,0,1
69,1,0,0,0,1,0,62820.0,976,14,1,110,0,51,0,0
63,1,0,0,0,0,1,73113.0,1001,15,2,109,0,86,0,0
41,1,0,0,0,0,1,84169.0,1919,20,3,114,2,9,0,1
69,0,1,1,0,0,1,42607.0,350,14,3,110,0,30,0,0
69,0,1,0,0,0,1,74637.0,1650,25,3,116,1,73,0,0
68,1,0,2,0,0,1,46015.0,46,5,7,105,2,25,0,0
30,0,1,0,0,1,0,72354.0,1228,19,1,117,0,67,0,0
54,0,1,1,0,0,1,39858.0,95,7,6,120,0,67,0,1
75,1,0,2,0,0,1,34469.0,62,9,4,105,0,58,0,0
37,1,0,1,0,1,0,83033.0,1761,26,5,104,1,82,0,0
44,1,0,0,0,0,1,24401.0,467,16,8,125,0,98,0,0
45,1,0,0,0,1,0,77583.0,1149,19,2,99,1,93,0,0
41,0,1,0,0,0,1,74116.0,2052,19,2,109,1,53,0,0
30,0,1,0,0,1,0,74293.0,1127,16,2,105,0,66,0,0
47,1,0,1,0,0,1,68397.0,1416,21,3,110,0,6,0,0
49,1,0,0,0,0,1,79632.0,1113,20,2,101,0,42,0,0
34,0,1,1,0,1,0,46107.0,125,7,3,99,0,78,0,0
72,0,1,1,0,0,1,64950.0,966,25,7,121,1,29,0,0
34,1,0,1,1,0,0,25443.0,32,5,8,121,0,82,0,0
71,0,1,0,0,1,0,75127.0,833,19,1,104,0,92,0,0
52,1,0,1,0,0,1,32892.0,46,8,8,104,0,78,0,0
52,1,0,0,0,1,0,71796.0,960,17,4,111,0,54,0,0
53,1,0,1,0,0,1,67536.0,1829,30,8,116,1,45,0,0
52,0,1,1,0,1,0,55239.0,779,26,5,114,0,59,0,0
48,0,1,1,0,0,1,60554.0,811,23,6,112,0,8,0,0
71,0,1,2,0,0,1,64831.0,1120,22,6,111,0,51,0,0
61,1,0,1,0,0,1,56067.0,725,20,5,114,0,51,0,0
40,0,1,0,0,1,0,82025.0,1187,12,1,116,1,76,0,1
70,1,0,0,0,1,0,94384.0,2302,18,2,117,3,62,0,1
37,0,1,0,1,0,0,14906.0,66,9,7,121,0,86,0,0
36,1,0,0,0,0,1,51563.0,1250,19,8,132,2,60,0,0
41,1,0,1,0,0,1,57937.0,683,20,3,107,0,56,0,0
44,0,1,2,0,1,0,68274.0,305,13,3,112,0,83,0,0
46,1,0,1,0,1,0,39771.0,50,6,4,115,0,92,0,0
48,0,1,1,0,0,1,67893.0,995,16,8,132,0,31,0,0
44,1,0,1,0,0,1,27922.0,41,6,4,99,0,80,0,0
47,1,0,2,0,0,1,52190.0,77,9,5,101,1,39,0,0
50,0,1,2,0,0,1,44051.0,171,12,6,120,0,20,0,1
52,0,1,2,0,0,1,42767.0,131,7,8,110,0,53,0,0
47,1,0,2,0,0,1,46106.0,54,5,6,98,0,84,0,0
47,1,0,2,0,0,1,16927.0,53,12,8,111,0,50,0,0
58,1,0,1,0,1,0,59754.0,475,16,5,132,0,96,0,1
71,0,1,1,0,1,0,53700.0,694,22,5,125,0,94,0,0
50,1,0,2,0,1,0,59041.0,96,8,5,102,0,25,0,0
66,0,1,1,0,0,1,54237.0,361,16,6,117,0,48,0,0
56,0,1,1,0,1,0,70647.0,1079,26,2,124,0,65,0,0
61,0,1,1,0,0,1,52597.0,578,20,5,102,0,69,0,0
54,1,0,1,0,0,1,41021.0,64,7,6,121,0,12,0,1
48,1,0,1,0,0,1,40233.0,149,13,6,111,0,84,0,0
43,1,0,2,0,1,0,50183.0,231,17,5,103,0,47,0,0
64,1,0,1,0,1,0,54753.0,728,21,4,109,0,87,0,0
50,1,0,0,0,1,0,92955.0,1778,23,2,113,2,35,0,1
50,1,0,1,0,1,0,33471.0,93,10,7,121,0,47,0,0
49,1,0,1,0,0,1,34596.0,23,4,8,117,0,48,0,1
43,1,0,1,0,1,0,44010.0,662,24,9,123,0,46,0,0
35,1,0,0,0,1,0,84219.0,1198,18,1,107,0,27,0,0
55,1,0,3,0,0,1,40706.0,81,11,7,120,0,37,0,0
35,1,0,1,0,0,1,15716.0,92,10,8,121,0,8,1,0
64,0,1,1,0,0,1,59052.0,491,18,5,110,0,29,0,0
52,1,0,0,0,0,1,80573.0,1564,24,2,123,0,85,0,0
61,1,0,0,0,1,0,83715.0,926,24,0,106,0,2,0,0
64,1,0,0,0,0,1,82576.0,1910,19,1,132,1,66,0,0
58,1,0,3,0,0,1,56962.0,411,21,7,110,0,60,0,0
71,1,0,2,0,1,0,35704.0,94,9,4,106,0,54,0,0
69,1,0,1,0,1,0,53103.0,1085,28,7,109,1,70,0,0
63,0,1,2,0,0,1,46779.0,23,4,4,109,0,55,0,0
58,0,1,0,0,1,0,4861.0,6,0,14,103,0,20,0,0
44,0,1,1,0,0,1,33462.0,54,6,7,114,0,78,0,0
45,0,1,1,0,1,0,63693.0,1150,29,6,111,0,63,0,0
73,1,0,0,0,1,0,80763.0,1415,23,3,113,2,17,0,1
49,1,0,1,0,0,1,65352.0,405,16,4,113,0,43,0,0
45,1,0,0,0,0,1,82170.0,1908,19,2,110,0,13,0,0
54,1,0,0,0,1,0,75759.0,2486,26,5,111,3,46,0,1
47,0,1,0,0,0,1,79689.0,1315,27,2,109,0,65,0,0
67,0,1,2,0,0,1,35340.0,45,7,5,103,0,1,0,0
69,0,1,0,0,1,0,85683.0,1789,17,1,106,4,6,0,1
51,1,0,1,0,0,1,24884.0,19,4,7,122,0,32,0,0
42,1,0,1,0,0,1,42021.0,573,22,9,125,1,34,0,0
34,0,1,1,0,1,0,64449.0,805,24,4,107,0,70,0,0
69,0,1,2,0,1,0,64587.0,108,8,3,103,0,49,0,0
28,0,1,0,0,1,0,34824.0,23,4,6,106,0,65,0,0
45,1,0,0,0,1,0,75437.0,1493,23,6,112,1,25,0,0
66,1,0,2,0,1,0,26091.0,89,9,5,107,0,84,0,0
50,1,0,1,0,1,0,52845.0,936,25,6,113,1,7,0,0
67,0,1,1,0,1,0,46086.0,343,16,4,118,0,34,0,0
67,0,1,1,0,0,1,78028.0,528,20,7,123,2,38,0,1
36,0,1,0,0,0,1,95169.0,1901,12,1,112,2,1,0,1
42,1,0,2,0,0,1,56337.0,724,22,8,118,2,25,0,1
36,1,0,1,0,1,0,22434.0,58,7,8,119,0,25,0,0
69,1,0,1,0,0,1,36930.0,297,16,8,116,0,50,0,0
69,0,1,1,0,1,0,36130.0,488,21,4,119,1,46,0,1
70,1,0,1,0,0,1,65569.0,859,23,3,128,0,96,0,0
71,1,0,0,0,1,0,83844.0,1574,20,1,109,1,57,0,0
55,1,0,2,0,1,0,19514.0,69,10,8,108,1,47,0,0
60,0,1,2,0,0,1,36736.0,17,4,6,111,0,52,0,0
44,1,0,1,0,1,0,77568.0,2194,21,5,125,3,30,0,0
47,1,0,1,0,0,1,49187.0,116,8,2,98,0,63,0,0
45,0,1,1,0,1,0,30168.0,279,18,9,114,0,51,0,0
55,1,0,1,0,0,1,34053.0,103,7,8,123,0,14,0,0
52,1,0,2,0,0,1,38196.0,44,9,5,105,0,20,0,0
72,1,0,0,0,0,1,59412.0,406,15,3,105,0,56,0,0
58,1,0,0,0,0,1,70924.0,1363,20,3,102,1,41,0,0
54,1,0,0,0,1,0,54165.0,236,11,2,116,0,72,0,0
50,1,0,1,0,1,0,32300.0,39,5,8,118,0,1,0,0
47,0,1,0,0,1,0,20180.0,137,8,7,119,0,27,0,0
50,1,0,1,0,1,0,34961.0,79,10,7,103,0,77,0,0
49,1,0,1,0,0,1,28440.0,63,6,8,114,0,87,0,0
70,1,0,3,0,0,1,64504.0,1314,25,7,117,0,81,0,1
57,1,0,1,0,0,1,33564.0,71,6,5,103,0,51,0,0
45,1,0,1,0,1,0,17345.0,58,7,8,130,0,79,0,0
56,1,0,1,0,0,1,56320.0,702,21,4,113,0,11,0,0
45,0,1,1,0,1,0,28647.0,94,7,7,113,1,54,0,1
36,0,1,1,1,0,0,15038.0,80,7,9,120,0,93,0,0
65,0,1,1,0,0,1,32173.0,22,5,4,120,0,0,0,0
59,1,0,1,0,0,1,68316.0,1211,32,6,129,0,54,0,0
52,1,0,0,0,1,0,74538.0,1461,22,3,115,1,21,0,1
52,0,1,0,0,1,0,91700.0,1968,20,3,120,0,58,0,1
54,1,0,0,0,1,0,68695.0,1091,16,2,103,0,3,0,0
46,1,0,1,0,0,1,31056.0,55,5,8,120,0,99,0,0
50,1,0,0,0,1,0,79593.0,1366,19,2,97,1,70,0,0
43,0,1,0,0,1,0,28071.0,313,13,8,125,0,65,0,0
65,1,0,2,0,0,1,37334.0,62,11,4,107,0,44,0,0
51,0,1,2,0,0,1,46423.0,92,9,7,112,0,6,0,0
52,1,0,1,0,0,1,37126.0,72,6,6,106,1,9,0,1
70,1,0,1,0,1,0,47703.0,655,21,5,116,0,95,0,0
64,1,0,1,0,1,0,61180.0,704,18,3,105,1,70,0,0
69,1,0,2,0,1,0,38998.0,54,8,8,130,0,92,1,0
32,0,1,0,0,1,0,8028.0,178,16,19,124,0,62,0,0
61,1,0,0,0,1,0,76081.0,1033,14,2,104,1,85,0,0
37,1,0,1,0,1,0,34728.0,36,5,6,114,0,2,0,1
58,0,1,1,0,0,1,33168.0,122,10,7,123,0,0,0,0
57,1,0,1,0,0,1,33585.0,122,7,4,112,0,91,0,0
63,1,0,1,0,0,1,77037.0,1123,27,3,111,0,3,0,0
39,1,0,1,0,1,0,35196.0,497,18,8,122,0,68,0,1
57,1,0,1,0,1,0,44529.0,691,25,5,116,1,98,0,0
58,1,0,0,0,0,1,70924.0,1363,20,3,102,1,41,0,0
57,1,0,2,0,0,1,28764.0,12,4,8,104,1,16,0,0
74,1,0,0,0,0,1,69098.0,2440,25,5,119,0,82,0,0
53,0,1,2,0,0,1,25959.0,56,7,6,119,0,1,0,1
40,1,0,1,0,0,1,27100.0,37,5,7,116,0,64,0,0
38,0,1,0,0,1,0,70596.0,968,21,2,128,0,68,0,0
49,1,0,1,0,1,0,42557.0,270,15,8,125,0,98,0,0
72,1,0,0,0,0,1,53312.0,278,12,7,112,0,32,0,0
71,0,1,0,0,1,0,72228.0,1250,22,3,122,0,87,0,0
36,1,0,0,0,1,0,67605.0,938,17,1,118,0,84,0,0
74,1,0,2,0,0,1,62845.0,1178,28,8,132,1,3,0,0
65,1,0,2,0,1,0,65196.0,1155,26,5,114,1,34,0,0
36,0,1,0,0,0,1,42000.0,653,20,5,111,0,23,0,1
50,0,1,2,0,0,1,35860.0,49,6,5,104,1,37,0,0
59,1,0,1,0,0,1,65526.0,506,17,2,98,0,22,0,0
62,1,0,2,0,1,0,16860.0,38,8,7,121,0,19,0,0
31,0,1,0,0,1,0,83528.0,1650,23,1,108,2,7,0,1
58,0,1,1,0,0,1,64176.0,1826,33,6,130,0,52,0,0
67,0,1,0,0,1,0,22304.0,18,4,8,129,0,91,0,0
45,1,0,0,0,1,0,67023.0,906,24,2,105,0,93,1,0
52,1,0,1,0,0,1,32892.0,46,8,8,104,0,78,0,0
57,1,0,1,0,1,0,70713.0,1477,25,3,130,0,23,0,0
68,1,0,1,0,1,0,59925.0,766,23,6,122,0,83,0,0
70,1,0,1,0,1,0,39722.0,47,7,5,107,0,92,0,0
65,1,0,0,0,1,0,46610.0,467,14,6,114,0,4,0,0
62,1,0,0,0,1,0,88347.0,2116,21,1,118,1,32,0,0
42,1,0,0,0,0,1,87171.0,1298,25,2,120,2,27,0,0
47,1,0,2,0,0,1,26907.0,22,6,7,113,0,10,0,0
55,0,1,1,0,0,1,50014.0,396,15,5,108,0,9,0,0
45,1,0,1,0,0,1,41014.0,20,4,7,117,0,65,0,0
58,0,1,0,0,1,0,66294.0,967,13,2,106,0,68,0,0
52,1,0,1,0,1,0,36715.0,357,19,9,122,0,16,0,1
67,1,0,0,0,1,0,79456.0,1401,16,3,125,0,12,0,1
41,1,0,1,0,1,0,40479.0,15,4,4,113,0,95,0,0
53,0,1,0,0,0,1,75345.0,2087,20,3,119,1,16,0,1
46,1,0,1,0,1,0,54233.0,981,26,8,117,0,46,0,0
53,0,1,2,0,1,0,24163.0,17,6,4,109,0,3,0,0
65,1,0,0,0,0,1,84460.0,523,22,5,117,4,80,0,1
40,1,0,1,0,1,0,43776.0,23,4,6,106,0,77,0,0
65,0,1,0,0,0,1,71691.0,1192,17,2,106,0,0,0,1
50,1,0,0,0,0,1,85844.0,1958,20,2,104,1,62,0,0
49,0,1,1,0,0,1,39190.0,133,9,5,105,0,91,0,0
64,1,0,0,0,1,0,71367.0,777,17,2,113,0,24,0,0
51,0,1,2,0,0,1,38578.0,73,9,8,115,0,2,0,0
58,1,0,2,0,0,1,57236.0,121,10,3,97,0,22,0,0
44,0,1,1,0,1,0,61825.0,424,15,4,114,0,56,0,0
65,0,1,1,0,1,0,79803.0,868,13,1,107,0,54,0,0
37,0,1,0,0,0,1,80910.0,756,15,1,123,0,71,0,0
41,1,0,1,0,0,1,27590.0,12,4,7,117,0,38,0,0
44,1,0,1,0,1,0,56775.0,937,25,5,119,0,62,0,0
48,0,1,0,0,1,0,83829.0,1862,17,1,113,3,78,0,1
44,1,0,1,0,0,1,54210.0,367,14,5,116,0,18,0,0
37,1,0,1,0,1,0,38508.0,443,20,8,119,0,95,0,0
53,1,0,1,0,1,0,53187.0,267,13,5,111,0,66,0,0
51,1,0,1,0,1,0,30023.0,61,6,8,106,0,28,0,0
63,0,1,0,0,0,1,76045.0,1323,21,2,110,1,78,0,0
71,1,0,1,0,0,1,50870.0,63,6,5,103,0,13,0,0
53,1,0,0,0,0,1,15315.0,64,8,5,118,0,27,0,0
49,1,0,1,0,0,1,65463.0,562,19,5,108,1,17,0,0
58,1,0,2,0,1,0,66480.0,312,19,4,104,0,71,0,0
69,0,1,0,0,1,0,76773.0,1156,16,1,119,0,79,0,0
40,0,1,0,0,0,1,81698.0,1104,16,5,120,1,1,0,1
50,0,1,2,0,0,1,54466.0,16,4,5,100,0,78,0,0
63,0,1,0,0,0,1,98777.0,2008,19,1,107,1,23,0,0
39,0,1,1,0,0,1,16269.0,44,9,8,113,0,75,0,0
52,1,0,1,0,1,0,71819.0,1574,14,6,113,2,70,0,0
40,1,0,1,0,0,1,33569.0,63,5,8,111,1,10,0,1
40,1,0,0,0,0,1,36262.0,426,12,6,112,1,24,0,1
57,1,0,0,1,0,0,22634.0,96,6,8,120,0,47,0,0
45,1,0,1,0,0,1,47025.0,635,23,9,109,0,98,0,0
55,0,1,1,0,1,0,70566.0,757,22,3,115,0,4,0,0
44,1,0,1,0,0,1,31605.0,125,9,7,122,0,15,0,0
50,0,1,2,0,0,1,52034.0,332,16,7,116,0,67,0,0
44,0,1,1,0,1,0,48526.0,135,8,3,109,0,32,0,0
69,1,0,1,0,1,0,46734.0,330,14,7,122,0,40,0,0
61,0,1,2,0,1,0,39552.0,384,20,8,121,0,54,0,1
57,0,1,2,0,1,0,86358.0,1722,18,8,125,0,78,0,0
46,1,0,3,0,1,0,46931.0,78,7,3,105,0,94,0,0
38,0,1,0,1,0,0,16581.0,24,4,4,109,0,51,0,0
71,0,1,0,0,0,1,63998.0,1168,25,4,109,0,42,0,1
72,1,0,1,0,0,1,67381.0,957,17,7,120,1,67,0,0
56,0,1,2,0,1,0,25930.0,15,4,7,111,0,87,0,0
45,1,0,1,0,1,0,42693.0,57,5,5,102,0,29,0,0
47,1,0,1,0,1,0,85606.0,1956,24,3,121,1,89,0,0
38,0,1,0,0,1,0,72903.0,2013,21,4,111,3,74,0,1
49,1,0,1,0,0,1,49669.0,326,14,6,104,0,97,0,0
55,1,0,2,0,0,1,36778.0,77,9,9,128,0,63,0,0
61,0,1,0,0,0,1,85696.0,1313,20,1,118,0,88,0,1
34,0,1,0,0,0,1,10979.0,30,8,5,104,0,34,0,0
62,1,0,1,0,1,0,49678.0,315,14,7,119,0,81,0,0
70,1,0,1,0,0,1,56129.0,660,22,4,115,0,65,0,0
34,1,0,1,0,1,0,37155.0,74,7,5,120,0,51,0,0
45,0,1,1,0,0,1,21282.0,46,7,6,98,0,76,0,0
61,0,1,1,0,0,1,33419.0,86,8,7,113,0,76,0,0
78,0,1,0,0,1,0,63285.0,1103,25,3,116,0,84,0,0
49,1,0,1,0,0,1,21255.0,61,11,4,108,0,56,0,0
42,1,0,1,0,1,0,42162.0,145,9,6,110,1,31,0,1
67,1,0,2,0,1,0,54450.0,684,31,8,124,0,0,0,0
69,1,0,1,0,0,1,57744.0,411,16,8,109,0,91,0,0
37,0,1,1,0,1,0,26576.0,27,4,9,123,1,40,0,1
80,0,1,0,0,0,1,57513.0,1060,27,6,115,0,59,0,0
59,1,0,1,0,1,0,68142.0,1459,24,6,125,0,96,0,0
44,1,0,1,0,1,0,7500.0,18,4,8,125,0,61,0,0
49,1,0,0,0,1,0,83145.0,1833,26,2,124,1,14,0,1
63,1,0,1,0,0,1,54197.0,237,12,1,106,0,16,0,0
60,0,1,2,0,0,1,23091.0,48,10,7,104,0,98,0,0
47,1,0,2,0,1,0,46049.0,515,26,7,114,0,11,0,1
49,1,0,0,0,1,0,56715.0,1020,15,4,128,0,52,0,0
62,1,0,0,0,1,0,79410.0,1370,11,1,104,0,19,0,0
72,1,0,1,0,1,0,57304.0,1026,25,5,110,0,61,0,0
58,1,0,1,0,1,0,44375.0,301,12,5,106,0,73,0,0
67,1,0,2,0,1,0,54450.0,684,31,8,124,0,0,0,0
58,1,0,1,0,1,0,59594.0,499,17,7,123,1,74,0,0
29,1,0,0,0,1,0,80685.0,1004,21,2,125,0,55,0,0
49,1,0,1,0,0,1,40344.0,218,12,7,111,0,48,0,0
51,1,0,1,0,1,0,62710.0,606,22,4,116,0,53,0,0
55,1,0,1,0,0,1,48985.0,75,6,3,116,0,13,0,0
55,1,0,3,0,1,0,35322.0,106,9,8,125,0,34,0,0
75,1,0,0,0,1,0,77142.0,990,17,2,116,0,54,0,0
54,0,1,0,0,1,0,81657.0,1097,16,1,108,0,69,0,0
27,1,0,0,1,0,0,14421.0,16,4,5,107,1,81,0,0
49,1,0,0,0,0,1,20130.0,34,5,8,106,0,99,0,0
33,1,0,0,0,0,1,74214.0,1711,16,5,125,0,3,0,0
66,1,0,2,0,0,1,66726.0,438,17,7,97,1,61,0,0
44,1,0,1,1,0,0,23724.0,75,7,8,113,0,65,0,0
63,1,0,1,0,0,1,47353.0,225,13,5,110,0,93,0,0
71,1,0,2,0,0,1,33444.0,18,4,8,130,0,24,0,0
42,1,0,1,0,1,0,54386.0,470,17,3,116,0,8,0,0
42,0,1,2,0,1,0,28510.0,91,9,5,117,0,72,0,0
32,0,1,0,0,0,1,90638.0,2525,18,1,107,1,29,0,0
73,1,0,1,0,1,0,48070.0,504,19,7,120,0,33,1,0
66,1,0,1,0,1,0,43140.0,235,11,6,116,0,68,0,0
62,0,1,1,0,0,1,54959.0,1232,21,7,120,1,55,0,1
65,0,1,2,1,0,0,15056.0,88,12,5,118,0,76,0,0
52,0,1,1,0,1,0,26954.0,17,4,7,101,0,17,0,0
38,0,1,1,0,1,0,22327.0,24,5,5,119,0,94,0,0
58,1,0,2,0,1,0,44393.0,60,7,4,113,0,86,0,0
71,0,1,1,0,0,1,62000.0,1020,26,4,113,1,25,0,0
61,1,0,1,0,0,1,31497.0,155,10,8,127,0,22,0,0
49,1,0,2,0,0,1,45894.0,51,5,5,107,0,15,0,0
53,0,1,0,0,0,1,78579.0,1812,16,3,121,0,35,0,1
54,0,1,1,0,0,1,67369.0,1461,25,4,122,2,81,0,1
63,0,1,1,0,1,0,58401.0,96,6,4,105,0,55,0,0
71,0,1,1,0,1,0,62307.0,160,9,5,107,0,94,0,0
54,1,0,2,0,0,1,43641.0,139,10,6,117,0,50,0,0
55,0,1,1,0,0,1,63841.0,908,22,6,117,0,64,0,0
58,1,0,1,0,0,1,46891.0,183,8,4,120,0,91,0,0
54,1,0,1,0,0,1,70091.0,1161,19,8,118,1,11,0,0
51,1,0,0,0,0,1,78075.0,988,14,1,104,0,72,0,0
62,0,1,1,0,0,1,59184.0,1072,27,5,124,0,6,0,0
